ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
78.05	Bone graft of femur	1	0.015008	51431001	Bone graft of femur (procedure)
45.30	Endoscopic excision or destruction of lesion of duodenum	1	0.014819	43750003	Endoscopic excision of lesion of duodenum (procedure)
87.21	Contrast myelogram	1	0.014811	367401004	Myelogram (procedure)
46.11	Temporary colostomy	1	0.014762	386829005	Temporary colostomy (procedure)
86.06	Insertion of totally implantable infusion pump	1	0.014449	708804002	Insertion of totally implantable infusion pump (procedure)
55.04	Percutaneous nephrostomy with fragmentation	1	0.014058	53514001	Ultrasonic fragmentation of urinary stone through percutaneous nephrostomy (procedure)
34.6	Scarification of pleura	1	0.014	84572006	Pleurodesis (procedure)
89.37	Vital capacity determination	1	0.013898	252474003	Vital capacity test (procedure)
86.83	Size reduction plastic operation	1	0.013782	54621003	Plastic repair with reduction (procedure)
94.69	Combined alcohol and drug rehabilitation and detoxification	1	0.013725	23915005	Combined alcohol and drug rehabilitation and detoxification (regime/therapy)
84.01	Amputation and disarticulation of finger	1	0.013671	76956004	Amputation of finger, except thumb (procedure)
99.26	Injection of tranquilizer	1	0.01363	37750001	Administration of tranquilizer (procedure)
37.25	Biopsy of heart	1	0.013601	197042001	Biopsy of heart (procedure)
79.01	Closed reduction of fracture of humerus without internal fixation	1	0.013569	90358006	Closed reduction of fracture of humerus without internal fixation (procedure)
85.21	Lumpectomy	1	0.013482	392021009	Lumpectomy of breast (procedure)
34.01	Incision of chest wall	1	0.013206	120145007	Chest wall incision (procedure)
21.02	Control of epistaxis by posterior (and anterior) packing	1	0.013182	81828004	Control of epistaxis by packing of posterior and anterior nose (procedure)
06.11	Closed [percutaneous] [needle] biopsy of thyroid gland	1	0.013108	29872008	Fine needle biopsy of thyroid (procedure)
93.08	Electromyography	1	0.013058	42803009	Electromyography (procedure)
73.4	Medical induction of labor	1	0.013038	31208007	Medical induction of labor (procedure)
79.71	Closed reduction of dislocation of shoulder	1	0.013025	85624009	Closed reduction of dislocation of shoulder (procedure)
27.51	Suture of laceration of lip	1	0.012993	708790006	Suture of laceration of lip (procedure)
33.20	Thoracoscopic lung biopsy	1	0.012939	66258007	Thoracoscopic biopsy of lung (procedure)
01.13	Closed [percutaneous] [needle] biopsy of brain	1	0.01291	184598004	Needle biopsy of brain (procedure)
39.62	Hypothermia (systemic) incidental to open heart surgery	1	0.012676	26004008	Induction of systemic hypothermia in open heart surgery (procedure)
02.93	Implantation or replacement of intracranial neurostimulator lead(s)	1	0.012672	35797001	Implantation of electronic stimulator in brain (procedure)
39.32	Suture of vein	1	0.012643	64616004	Repair of vein with suture (procedure)
81.11	Ankle fusion	1	0.012602	63513005	Arthrodesis of ankle (procedure)
05.31	Injection of anesthetic into sympathetic nerve for analgesia	1	0.01238	279589005	Injection of anesthetic agent into sympathetic nerve for analgesia (procedure)
46.41	Revision of stoma of small intestine	1	0.01198	174595005	Revision of stoma of small intestine (procedure)
96.27	Manual reduction of hernia	1	0.011927	87655002	Manual reduction of hernia (procedure)
33.28	Open biopsy of lung	1	0.011902	232628003	Open biopsy of lung (procedure)
36.16	Double internal mammary-coronary artery bypass	1	0.011902	39724006	Anastomosis of internal mammary artery to coronary artery, double vessel (procedure)
31.43	Closed [endoscopic] biopsy of larynx	1	0.011754	8646008	Endoscopic biopsy of larynx (procedure)
02.42	Replacement of ventricular shunt	1	0.011742	16900000	Replacement of ventricular shunt (procedure)
54.61	Reclosure of postoperative disruption of abdominal wall	1	0.011623	80173001	Closure of abdominal wall dehiscence (procedure)
60.11	Closed [percutaneous] [needle] biopsy of prostate	1	0.011532	236258004	Needle biopsy of prostate (procedure)
77.45	Biopsy of femur	1	0.011228	269612002	Biopsy of femur (procedure)
80.6	Excision of semilunar cartilage of knee	1	0.011182	6148000	Chondrectomy of semilunar cartilage of knee (procedure)
59.4	Suprapubic sling operation	1	0.011121	65935005	Repair of stress incontinence by suprapubic sling (procedure)
88.52	Angiocardiography of right heart structures	1	0.011092	80254008	Angiocardiography of right heart (procedure)
44.22	Endoscopic dilation of pylorus	1	0.011059	39434003	Endoscopic dilation of pylorus (procedure)
61.0	Incision and drainage of scrotum and tunica vaginalis	1	0.011018	447119009	Incision and drainage of scrotum and tunica vaginalis (procedure)
55.02	Nephrostomy	1	0.010997	39834009	Nephrostomy (procedure)
99.36	Administration of diphtheria toxoid	1	0.010796	76668005	Diphtheria vaccination (procedure)
52.52	Distal pancreatectomy	1	0.010791	401004	Distal subtotal pancreatectomy (procedure)
21.21	Rhinoscopy	1	0.010598	25570002	Endoscopy of nose (procedure)
56.74	Ureteroneocystostomy	1	0.01059	176024008	Anastomosis of ureter to bladder (procedure)
40.24	Excision of inguinal lymph node	1	0.010586	21486002	Excision of inguinal lymph nodes (procedure)
96.09	Insertion of rectal tube	1	0.010573	79613005	Insertion of tube into rectum (procedure)
97.61	Removal of pyelostomy and nephrostomy tube	1	0.010565	90380009	Removal of pyelostomy and nephrostomy tubes (procedure)
04.43	Release of carpal tunnel	1	0.01038	47534009	Decompression of median nerve (procedure)
79.62	Debridement of open fracture of radius and ulna	1	0.010322	74967000	Debridement of open fracture of radius AND ulna (procedure)
79.16	Closed reduction of fracture of tibia and fibula with internal fixation	1	0.010146	79670000	Closed reduction of fracture of tibia and fibula with internal fixation (procedure)
85.42	Bilateral simple mastectomy	1	0.010067	22418005	Bilateral simple mastectomy (procedure)
85.0	Mastotomy	1	0.009993	272522003	Breast incision (procedure)
58.5	Release of urethral stricture	1	0.009911	64201008	Release of urethral stricture (procedure)
57.81	Suture of laceration of bladder	1	0.009911	73380001	Repair of laceration of urinary bladder by suture (procedure)
35.14	Open heart valvuloplasty of tricuspid valve without replacement	1	0.00987	68255004	Open heart valvuloplasty of tricuspid valve without replacement (procedure)
03.6	Lysis of adhesions of spinal cord and nerve roots	1	0.009792	11929004	Lysis of adhesions of spinal cord and nerve roots (procedure)
49.46	Excision of hemorrhoids	1	0.009652	24496007	Hemorrhoidectomy (procedure)
80.26	Arthroscopy of knee	1	0.009627	309431009	Arthroscopy of knee joint (procedure)
60.94	Control of (postoperative) hemorrhage of prostate	1	0.009615	473242000	Control of postoperative hemorrhage of prostate (procedure)
87.73	Intravenous pyelogram	1	0.009598	32265006	Intravenous pyelogram (procedure)
03.02	Reopening of laminectomy site	1	0.009537	287222004	Laminectomy site reopening (procedure)
39.51	Clipping of aneurysm	1	0.009508	274024009	Aneurysm clipping (procedure)
54.62	Delayed closure of granulating abdominal wound	1	0.0095	28345000	Delayed closure of abdominal wall (procedure)
96.33	Gastric lavage	1	0.00943	173830003	Gastric lavage (procedure)
94.67	Combined alcohol and drug rehabilitation	1	0.009389	62213004	Combined alcohol and drug rehabilitation (regime/therapy)
83.32	Excision of lesion of muscle	1	0.009376	67086003	Excision of lesion of muscle (procedure)
89.05	Diagnostic interview and evaluation, not otherwise specified	1	0.009351	84100007	History taking (procedure)
94.64	Drug rehabilitation	1	0.009105	78092008	Drug rehabilitation (regime/therapy)
45.61	Multiple segmental resection of small intestine	1	0.00894	73978003	Multiple segmental resections of small intestine (procedure)
79.12	Closed reduction of fracture of radius and ulna with internal fixation	1	0.008936	64614001	Closed reduction of fracture of radius AND ulna with internal fixation (procedure)
45.22	Endoscopy of large intestine through artificial stoma	1	0.008841	57435001	Endoscopy of large intestine through artificial stoma (procedure)
37.24	Biopsy of pericardium	1	0.008796	175189006	Pericardial biopsy (procedure)
21.81	Suture of laceration of nose	1	0.008759	53677007	Suture of laceration of nose (procedure)
70.8	Obliteration of vaginal vault	1	0.008747	120036009	Vagina closure (procedure)
25.2	Partial glossectomy	1	0.00873	68769000	Partial glossectomy (procedure)
57.83	Repair of fistula involving bladder and intestine	1	0.008718	56614001	Repair of fistula involving bladder and intestine (procedure)
99.84	Isolation	1	0.008701	40174006	Isolation procedure (procedure)
46.13	Permanent colostomy	1	0.008697	4044002	Permanent colostomy (procedure)
86.65	Heterograft to skin	1	0.008677	12365002	Xenograft of skin to skin (procedure)
59.5	Retropubic urethral suspension	1	0.008611	447384004	Retropubic urethral suspension (procedure)
81.01	Atlas-axis spinal fusion	1	0.00857	16496009	Spinal fusion of atlas-axis (procedure)
34.1	Incision of mediastinum	1	0.008537	18936008	Incision of mediastinum (procedure)
78.57	Internal fixation of tibia and fibula without fracture reduction	1	0.008512	72712009	Internal fixation of tibia and fibula without fracture reduction (procedure)
22.63	Ethmoidectomy	1	0.008381	31501000	Ethmoid sinusectomy (procedure)
39.1	Intra-abdominal venous shunt	1	0.008265	24026006	Intra-abdominal venous shunt (procedure)
57.6	Partial cystectomy	1	0.008216	112902005	Partial urinary cystectomy (procedure)
01.10	Intracranial pressure monitoring	1	0.008208	182796001	Intracranial pressure monitoring regime (regime/therapy)
45.90	Intestinal anastomosis, not otherwise specified	1	0.008084	235407009	Gastrointestinal tract anastomosis - intestine (procedure)
36.04	Intracoronary artery thrombolytic infusion	1	0.008076	384693001	Intracoronary artery thrombolytic infusion (procedure)
77.48	Biopsy of tarsals and metatarsals	1	0.007998	19733003	Excisional biopsy of tarsal and metatarsal (procedure)
89.51	Rhythm electrocardiogram	1	0.007973	70878000	Electrocardiogram, rhythm (procedure)
44.14	Closed [endoscopic] biopsy of stomach	1	0.007875	10077008	Endoscopic biopsy of stomach (procedure)
49.21	Anoscopy	1	0.00787	88916003	Anoscopy (procedure)
44.64	Gastropexy	1	0.007858	36889006	Gastropexy (procedure)
79.37	Open reduction of fracture of tarsals and metatarsals with internal fixation	1	0.007854	359932000	Open reduction of fracture of tarsals and metatarsals with internal fixation (procedure)
39.53	Repair of arteriovenous fistula	1	0.007722	77095007	Repair of arteriovenous fistula (procedure)
83.02	Myotomy	1	0.007718	178274007	Incision of muscle (procedure)
76.31	Partial mandibulectomy	1	0.007718	39497007	Partial mandibulectomy (procedure)
97.37	Removal of tracheostomy tube	1	0.007529	113153002	Removal of tracheostomy tube (procedure)
57.92	Dilation of bladder neck	1	0.007517	21622006	Dilation of urinary bladder neck (procedure)
07.62	Partial excision of pituitary gland, transsphenoidal approach	1	0.007492	23676000	Partial excision of pituitary gland by transsphenoidal approach (procedure)
70.4	Obliteration and total excision of vagina	1	0.007459	73269003	Complete excision of vagina (procedure)
38.94	Venous cutdown	1	0.007373	28898009	Venous cutdown (procedure)
26.31	Partial sialoadenectomy	1	0.007261	58968004	Partial excision of salivary gland (procedure)
49.01	Incision of perianal abscess	1	0.007237	448395007	Incision of abscess of perianal region (procedure)
94.61	Alcohol rehabilitation	1	0.007179	35637008	Alcohol rehabilitation (regime/therapy)
26.32	Complete sialoadenectomy	1	0.007175	47110007	Complete sialoadenectomy (procedure)
81.12	Triple arthrodesis	1	0.007101	265120006	Triple arthrodesis of hindfoot (procedure)
59.95	Ultrasonic fragmentation of urinary stones	1	0.007076	24376003	Extracorporeal shockwave lithotripsy of calculus of kidney (procedure)
86.66	Homograft to skin	1	0.007002	19835001	Allograft of skin to skin (procedure)
57.93	Control of (postoperative) hemorrhage of bladder	1	0.006974	11319003	Control of postoperative hemorrhage of bladder (procedure)
80.36	Biopsy of joint structure of knee	1	0.006974	59133009	Excisional biopsy of joint structure of knee (procedure)
92.18	Total body scan	1	0.006965	367385006	Total body scan (procedure)
81.13	Subtalar fusion	1	0.006949	9579005	Subtalar arthrodesis (procedure)
89.22	Cystometrogram	1	0.006912	46612006	Cystometrogram (procedure)
31.74	Revision of tracheostomy	1	0.006801	392168001	Revision of stoma of trachea (procedure)
86.72	Advancement of pedicle graft	1	0.006657	254308004	Advancement of pedicle graft (procedure)
34.4	Excision of lesion of chest wall NOS	1	0.00657	177754003	Excision of lesion of chest wall (procedure)
99.78	Aquapheresis	1	0.006554	14130001000004103	Aquapheresis (procedure)
96.52	Irrigation of ear	1	0.00655	66363008	Irrigation of ear (procedure)
50.13	Transjugular liver biopsy	1	0.006517	430799001	Transjugular biopsy of liver (procedure)
81.56	Total ankle replacement	1	0.006513	239505009	Prosthetic total arthroplasty of ankle (procedure)
01.02	Ventriculopuncture through previously implanted catheter	1	0.006504	14749004	Puncture of ventricular shunt tubing (procedure)
51.11	Endoscopic retrograde cholangiography [ERC]	1	0.006504	386722005	Endoscopic retrograde cholangiography (procedure)
78.02	Bone graft of humerus	1	0.006406	38527006	Grafting of bone of humerus (procedure)
40.21	Excision of deep cervical lymph node	1	0.006221	89411006	Excision of deep cervical lymph nodes (procedure)
83.96	Injection of therapeutic substance into bursa	1	0.006167	15008001	Injection of therapeutic substance into bursa (procedure)
20.01	Myringostomy	1	0.006159	397862008	Tympanostomy (procedure)
